"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
27,"services","single","secondary",0,266,0,1,"cellular",7,"jul",232,1,-1,0,"unknown",0
48,"management","married","tertiary",0,0,0,0,"cellular",26,"aug",60,5,-1,0,"unknown",0
36,"technician","married","tertiary",0,491,1,0,"unknown",8,"may",103,3,-1,0,"unknown",0
54,"management","married","tertiary",0,3,0,1,"cellular",8,"jul",443,1,-1,0,"unknown",0
36,"blue-collar","married","secondary",0,198,1,0,"unknown",9,"may",400,2,-1,0,"unknown",0
52,"housemaid","married","secondary",0,14363,0,0,"unknown",5,"jun",132,1,-1,0,"unknown",0
34,"technician","divorced","secondary",0,0,1,1,"cellular",18,"aug",374,16,-1,0,"unknown",0
43,"technician","married","secondary",0,136,0,0,"cellular",25,"aug",363,7,-1,0,"unknown",1
32,"management","single","tertiary",0,28,0,0,"cellular",8,"aug",111,2,-1,0,"unknown",0
33,"management","single","tertiary",0,335,0,0,"cellular",29,"aug",130,4,-1,0,"unknown",0
51,"housemaid","married","unknown",0,174,0,0,"telephone",29,"jul",308,3,-1,0,"unknown",0
39,"unemployed","married","secondary",0,270,1,0,"unknown",3,"jun",116,1,-1,0,"unknown",0
44,"management","single","tertiary",0,1206,0,0,"cellular",9,"jul",160,2,-1,0,"unknown",0
49,"housemaid","divorced","primary",0,198,1,0,"unknown",13,"may",205,3,-1,0,"unknown",0
25,"technician","married","tertiary",0,914,1,0,"cellular",12,"may",185,2,-1,0,"unknown",0
39,"self-employed","married","secondary",0,31,1,0,"cellular",20,"nov",61,2,181,4,"failure",0
54,"technician","married","secondary",0,0,0,0,"telephone",14,"aug",159,2,106,6,"success",0
32,"management","single","tertiary",0,347,1,0,"cellular",18,"may",213,1,264,6,"failure",0
36,"management","married","tertiary",0,860,1,0,"unknown",20,"may",294,15,-1,0,"unknown",0
54,"technician","married","secondary",0,89,1,0,"cellular",10,"jul",140,3,-1,0,"unknown",0
31,"technician","married","secondary",0,0,1,1,"cellular",28,"jan",71,1,223,9,"other",0
45,"services","married","secondary",0,0,0,1,"cellular",8,"jul",47,7,-1,0,"unknown",0
31,"admin.","single","secondary",0,68,1,0,"cellular",16,"apr",570,2,-1,0,"unknown",0
45,"technician","married","secondary",0,-149,1,0,"cellular",14,"jul",287,2,-1,0,"unknown",0
33,"services","divorced","secondary",0,2411,1,0,"cellular",23,"oct",130,1,161,1,"failure",1
46,"management","divorced","tertiary",0,225,1,0,"cellular",14,"may",201,1,345,1,"other",0
43,"unknown","single","tertiary",0,2731,0,0,"cellular",21,"nov",11,7,-1,0,"unknown",0
50,"management","married","tertiary",0,112,1,0,"cellular",4,"nov",70,5,85,5,"other",0
44,"management","divorced","tertiary",0,0,0,0,"cellular",22,"aug",54,2,-1,0,"unknown",0
42,"services","married","secondary",0,3620,1,0,"unknown",27,"may",22,16,-1,0,"unknown",0
26,"blue-collar","single","secondary",0,179,0,0,"cellular",30,"jul",103,3,-1,0,"unknown",0
47,"admin.","single","secondary",0,1544,1,0,"cellular",6,"apr",104,1,312,1,"failure",0
48,"blue-collar","married","primary",0,199,0,0,"telephone",18,"aug",29,2,-1,0,"unknown",0
60,"blue-collar","married","unknown",0,231,1,0,"unknown",12,"may",57,2,-1,0,"unknown",0
27,"admin.","divorced","secondary",0,76,1,0,"unknown",4,"jun",236,1,-1,0,"unknown",0
30,"unemployed","single","tertiary",0,302,0,0,"cellular",11,"feb",528,3,-1,0,"unknown",1
28,"admin.","single","secondary",0,189,1,0,"cellular",31,"jul",68,2,-1,0,"unknown",0
58,"retired","married","primary",0,565,0,0,"telephone",7,"jul",876,1,-1,0,"unknown",1
37,"entrepreneur","married","tertiary",0,310,0,0,"cellular",1,"sep",76,1,-1,0,"unknown",0
36,"services","married","secondary",0,1746,1,0,"unknown",26,"may",99,1,-1,0,"unknown",0
39,"technician","married","secondary",0,6,1,0,"cellular",18,"may",122,3,357,4,"failure",0
52,"unemployed","married","primary",0,-110,0,1,"cellular",29,"jan",141,1,-1,0,"unknown",0
55,"retired","married","secondary",0,2749,1,1,"unknown",29,"may",58,2,-1,0,"unknown",0
30,"management","single","tertiary",0,6495,0,0,"cellular",30,"mar",78,3,-1,0,"unknown",0
36,"blue-collar","single","secondary",0,35,1,0,"unknown",3,"jun",435,3,-1,0,"unknown",0
39,"admin.","married","secondary",0,-650,0,0,"cellular",15,"may",123,2,364,1,"failure",0
47,"blue-collar","married","primary",0,292,0,1,"telephone",28,"jul",210,3,-1,0,"unknown",0
42,"housemaid","single","primary",0,5774,1,0,"unknown",15,"may",54,2,-1,0,"unknown",0
42,"management","married","secondary",0,2416,1,0,"unknown",20,"may",138,4,-1,0,"unknown",0
58,"retired","married","secondary",0,35,0,0,"cellular",29,"jul",336,7,-1,0,"unknown",0
68,"retired","married","secondary",0,19317,1,0,"cellular",4,"aug",249,1,-1,0,"unknown",1
43,"technician","married","secondary",0,50,0,0,"unknown",28,"may",63,1,-1,0,"unknown",0
44,"blue-collar","married","secondary",0,-674,1,0,"unknown",5,"may",257,1,-1,0,"unknown",0
49,"technician","married","tertiary",0,3726,0,0,"cellular",5,"aug",875,2,-1,0,"unknown",1
57,"retired","married","tertiary",0,1180,1,1,"unknown",14,"may",191,2,-1,0,"unknown",0
61,"self-employed","divorced","tertiary",0,6610,0,0,"cellular",24,"feb",481,2,-1,0,"unknown",1
36,"admin.","single","secondary",0,319,1,0,"cellular",18,"may",120,2,-1,0,"unknown",0
31,"blue-collar","married","secondary",0,1545,1,1,"cellular",13,"may",207,1,-1,0,"unknown",0
51,"technician","married","tertiary",0,1315,0,0,"telephone",5,"jun",303,2,-1,0,"unknown",0
31,"technician","single","tertiary",0,424,0,0,"cellular",21,"aug",93,2,-1,0,"unknown",0
56,"blue-collar","married","primary",0,151,0,0,"cellular",3,"feb",128,1,-1,0,"unknown",0
30,"technician","single","tertiary",0,-970,0,1,"cellular",21,"aug",194,2,-1,0,"unknown",0
38,"services","married","secondary",0,-762,1,1,"unknown",30,"may",408,2,-1,0,"unknown",0
35,"services","married","secondary",0,181,1,0,"cellular",31,"jul",5,3,-1,0,"unknown",0
31,"blue-collar","married","unknown",0,-120,1,0,"cellular",17,"jul",231,2,-1,0,"unknown",0
39,"admin.","divorced","secondary",0,1022,1,0,"unknown",20,"jun",20,3,-1,0,"unknown",0
50,"management","married","tertiary",0,78,1,0,"cellular",14,"jan",218,3,161,9,"other",0
39,"technician","married","tertiary",0,209,0,0,"unknown",23,"jul",36,2,-1,0,"unknown",0
26,"admin.","married","secondary",0,2469,0,0,"cellular",16,"jul",136,8,-1,0,"unknown",0
55,"technician","married","secondary",0,0,0,0,"cellular",19,"nov",336,1,-1,0,"unknown",0
43,"blue-collar","divorced","primary",0,328,0,1,"cellular",8,"jul",192,1,-1,0,"unknown",0
34,"housemaid","married","tertiary",0,0,0,0,"cellular",26,"may",141,1,188,1,"failure",0
51,"self-employed","married","primary",0,307,1,1,"unknown",17,"jun",65,2,-1,0,"unknown",0
31,"management","married","tertiary",0,1384,1,0,"cellular",30,"jan",203,2,2,3,"other",0
32,"management","married","tertiary",0,0,0,0,"cellular",26,"aug",104,9,-1,0,"unknown",0
53,"technician","married","secondary",0,719,1,0,"unknown",14,"may",230,1,-1,0,"unknown",0
44,"management","divorced","tertiary",0,0,0,0,"cellular",10,"aug",71,1,-1,0,"unknown",0
38,"entrepreneur","married","tertiary",0,6704,1,0,"unknown",21,"may",205,2,-1,0,"unknown",0
47,"self-employed","married","tertiary",0,4543,1,0,"unknown",14,"may",162,1,-1,0,"unknown",0
36,"management","married","tertiary",0,0,1,0,"unknown",27,"may",145,2,-1,0,"unknown",0
30,"management","single","tertiary",0,149,1,0,"unknown",3,"jun",220,2,-1,0,"unknown",0
46,"blue-collar","married","secondary",0,-1400,1,0,"telephone",6,"may",309,3,355,4,"failure",0
33,"entrepreneur","married","secondary",0,-118,1,1,"unknown",27,"may",421,3,-1,0,"unknown",0
43,"blue-collar","married","secondary",0,2160,0,0,"cellular",8,"sep",261,1,98,1,"success",1
38,"management","married","tertiary",0,3452,0,0,"cellular",13,"aug",132,2,-1,0,"unknown",0
27,"technician","single","secondary",0,842,0,0,"cellular",30,"jul",273,1,91,1,"other",0
38,"management","married","unknown",0,3576,0,0,"cellular",25,"nov",349,2,183,1,"success",1
41,"unemployed","married","tertiary",0,1666,0,0,"unknown",9,"jun",291,3,-1,0,"unknown",0
29,"technician","married","secondary",0,0,1,0,"cellular",28,"jul",83,6,-1,0,"unknown",0
39,"services","married","secondary",0,0,1,0,"unknown",20,"may",793,2,-1,0,"unknown",0
42,"blue-collar","single","primary",0,1628,1,0,"cellular",5,"feb",119,1,195,8,"success",0
47,"services","married","secondary",0,51,1,1,"unknown",16,"may",312,1,-1,0,"unknown",0
30,"blue-collar","single","secondary",1,447,0,0,"unknown",14,"may",103,6,-1,0,"unknown",0
34,"admin.","married","secondary",0,396,1,0,"cellular",16,"jul",101,3,-1,0,"unknown",0
45,"housemaid","married","primary",0,4994,0,0,"unknown",20,"jun",48,1,-1,0,"unknown",0
43,"admin.","married","secondary",0,3215,1,0,"cellular",21,"jul",228,3,-1,0,"unknown",0
59,"blue-collar","married","primary",0,2814,0,0,"unknown",20,"jun",81,3,-1,0,"unknown",0
50,"technician","married","secondary",0,0,0,0,"cellular",7,"jul",152,2,-1,0,"unknown",0
39,"blue-collar","married","secondary",0,293,1,0,"unknown",23,"may",160,3,-1,0,"unknown",0
36,"technician","married","secondary",0,474,1,0,"unknown",27,"may",59,1,-1,0,"unknown",0
44,"blue-collar","married","secondary",0,16178,1,0,"cellular",21,"nov",297,1,-1,0,"unknown",0
36,"technician","married","tertiary",0,0,0,0,"cellular",22,"aug",147,2,-1,0,"unknown",0
27,"management","single","tertiary",0,88,0,0,"cellular",4,"may",143,1,-1,0,"unknown",0
29,"services","married","secondary",0,308,1,0,"unknown",28,"may",75,1,-1,0,"unknown",0
70,"retired","married","secondary",0,1164,0,0,"telephone",14,"may",338,3,185,2,"failure",0
44,"management","married","tertiary",0,13893,0,0,"unknown",11,"jun",29,2,-1,0,"unknown",0
55,"management","married","tertiary",0,0,1,0,"unknown",14,"may",159,2,-1,0,"unknown",0
36,"technician","divorced","secondary",0,-435,1,0,"unknown",2,"jun",85,8,-1,0,"unknown",0
28,"technician","single","secondary",0,389,1,0,"cellular",11,"may",15,7,-1,0,"unknown",0
50,"management","divorced","tertiary",0,356,0,0,"cellular",8,"may",198,2,358,5,"other",0
49,"technician","married","secondary",0,2718,0,0,"unknown",19,"may",114,2,-1,0,"unknown",0
71,"retired","divorced","tertiary",0,261,0,0,"cellular",12,"aug",1117,2,-1,0,"unknown",0
31,"admin.","single","secondary",0,757,0,0,"cellular",3,"feb",343,2,-1,0,"unknown",0
45,"management","single","tertiary",0,16,0,0,"cellular",31,"jul",59,2,-1,0,"unknown",0
42,"blue-collar","married","secondary",0,-422,0,0,"cellular",9,"jul",31,1,-1,0,"unknown",0
45,"admin.","married","secondary",0,248,0,0,"cellular",16,"jul",212,2,-1,0,"unknown",0
47,"technician","married","primary",0,145,1,0,"unknown",7,"may",157,6,-1,0,"unknown",0
60,"retired","divorced","secondary",0,598,0,1,"cellular",8,"jul",96,1,-1,0,"unknown",0
35,"management","married","tertiary",0,949,1,0,"unknown",27,"may",245,2,-1,0,"unknown",0
31,"technician","single","tertiary",0,614,0,0,"cellular",11,"aug",72,4,-1,0,"unknown",0
33,"blue-collar","married","primary",0,1209,1,0,"cellular",16,"apr",700,1,-1,0,"unknown",0
50,"self-employed","married","tertiary",0,202,1,0,"cellular",15,"apr",107,1,148,4,"failure",0
51,"blue-collar","married","secondary",0,1840,1,0,"cellular",18,"aug",312,3,-1,0,"unknown",0
34,"technician","married","secondary",0,114,1,1,"cellular",4,"jun",153,1,309,3,"other",0
56,"services","married","secondary",0,-229,0,1,"cellular",23,"jul",55,10,-1,0,"unknown",0
29,"services","married","secondary",0,182,1,0,"telephone",13,"may",38,3,-1,0,"unknown",0
31,"blue-collar","married","secondary",0,401,0,0,"cellular",14,"aug",96,3,-1,0,"unknown",0
44,"technician","divorced","unknown",0,759,1,0,"unknown",23,"may",397,1,-1,0,"unknown",0
55,"retired","married","secondary",0,4194,0,1,"telephone",30,"jul",208,3,-1,0,"unknown",0
35,"student","single","unknown",0,0,0,0,"telephone",28,"jan",122,3,-1,0,"unknown",0
36,"technician","married","tertiary",0,629,1,1,"cellular",29,"dec",109,1,246,1,"failure",0
54,"retired","married","secondary",0,153,1,1,"unknown",26,"may",74,1,-1,0,"unknown",0
32,"management","married","tertiary",0,553,1,0,"cellular",22,"jul",72,1,-1,0,"unknown",0
36,"management","divorced","tertiary",0,1057,0,0,"cellular",5,"feb",383,2,-1,0,"unknown",0
60,"retired","married","secondary",0,78,1,0,"unknown",12,"may",113,3,-1,0,"unknown",0
32,"technician","single","secondary",0,-28,0,1,"unknown",4,"jul",400,1,-1,0,"unknown",0
57,"management","married","tertiary",0,929,0,0,"cellular",19,"aug",387,8,-1,0,"unknown",0
34,"blue-collar","married","primary",0,428,1,0,"cellular",18,"may",59,2,-1,0,"unknown",0
27,"student","single","secondary",0,268,1,0,"cellular",13,"may",528,1,358,2,"failure",0
52,"management","single","tertiary",0,83,0,0,"cellular",26,"aug",1223,6,-1,0,"unknown",1
45,"admin.","divorced","unknown",0,998,1,0,"telephone",30,"jul",38,2,-1,0,"unknown",0
58,"admin.","single","secondary",0,2223,0,0,"cellular",4,"dec",1139,2,114,1,"success",0
39,"blue-collar","single","primary",0,6,1,0,"cellular",19,"nov",286,2,-1,0,"unknown",0
48,"blue-collar","single","secondary",0,312,1,1,"cellular",3,"feb",369,2,-1,0,"unknown",0
36,"management","single","secondary",0,0,0,0,"cellular",13,"aug",333,5,-1,0,"unknown",0
31,"technician","single","secondary",0,691,1,0,"cellular",8,"may",198,1,-1,0,"unknown",0
41,"management","married","tertiary",0,771,1,0,"cellular",26,"aug",106,8,-1,0,"unknown",0
30,"self-employed","single","secondary",0,192,0,0,"cellular",22,"jul",423,1,-1,0,"unknown",0
57,"retired","married","tertiary",0,0,0,0,"cellular",12,"aug",116,4,-1,0,"unknown",0
29,"admin.","single","secondary",0,1070,1,0,"unknown",19,"may",30,1,357,1,"other",1
29,"services","divorced","secondary",0,84,1,0,"cellular",13,"apr",1101,2,-1,0,"unknown",1
30,"management","single","tertiary",0,2,0,0,"cellular",16,"jun",102,1,85,1,"failure",0
44,"management","married","tertiary",0,1242,1,0,"cellular",6,"aug",384,6,-1,0,"unknown",0
33,"student","single","unknown",0,5969,0,0,"cellular",4,"sep",156,2,127,8,"failure",0
56,"admin.","divorced","secondary",0,3337,1,0,"telephone",17,"nov",99,3,-1,0,"unknown",0
26,"services","single","secondary",0,1347,0,0,"telephone",18,"jun",280,6,92,5,"other",1
52,"technician","married","secondary",0,64,0,0,"telephone",29,"aug",20,2,-1,0,"unknown",0
32,"management","single","secondary",0,249,1,0,"unknown",2,"jun",258,1,-1,0,"unknown",0
36,"technician","single","secondary",0,0,0,0,"cellular",29,"aug",85,6,-1,0,"unknown",0
26,"blue-collar","married","secondary",0,128,0,0,"unknown",4,"jul",355,1,-1,0,"unknown",0
37,"blue-collar","married","secondary",0,196,1,0,"unknown",5,"jun",66,3,-1,0,"unknown",0
34,"technician","married","secondary",0,351,1,0,"cellular",18,"jul",467,1,-1,0,"unknown",0
26,"services","single","secondary",0,5533,1,0,"cellular",7,"may",582,2,283,4,"failure",0
32,"services","married","secondary",0,38,1,0,"cellular",15,"may",744,1,-1,0,"unknown",1
30,"management","single","tertiary",1,35,0,0,"cellular",30,"jul",185,4,-1,0,"unknown",0
27,"technician","single","secondary",0,235,1,0,"cellular",12,"may",13,5,-1,0,"unknown",0
42,"admin.","single","secondary",0,30,1,0,"cellular",4,"feb",98,1,266,3,"failure",0
33,"blue-collar","single","primary",0,92,1,0,"unknown",9,"may",127,1,-1,0,"unknown",0
37,"blue-collar","married","secondary",0,67,0,0,"unknown",3,"jun",45,2,-1,0,"unknown",0
45,"blue-collar","married","secondary",0,4022,1,0,"cellular",29,"jan",244,3,-1,0,"unknown",0
36,"entrepreneur","married","tertiary",0,3057,0,0,"unknown",16,"jun",2769,4,-1,0,"unknown",1
39,"management","single","tertiary",0,0,1,0,"cellular",12,"may",561,4,369,3,"failure",0
33,"management","single","tertiary",0,349,0,0,"cellular",22,"aug",182,1,-1,0,"unknown",0
47,"services","married","secondary",0,2322,0,0,"cellular",22,"aug",618,1,-1,0,"unknown",0
49,"entrepreneur","married","secondary",0,167,1,1,"unknown",6,"may",198,3,-1,0,"unknown",0
46,"management","divorced","secondary",0,558,0,0,"cellular",19,"aug",126,6,-1,0,"unknown",0
31,"services","married","secondary",0,-230,1,1,"cellular",16,"jul",715,1,-1,0,"unknown",0
43,"unemployed","divorced","secondary",0,4094,1,0,"cellular",21,"nov",63,1,-1,0,"unknown",0
30,"blue-collar","single","secondary",1,239,1,0,"unknown",21,"may",412,1,-1,0,"unknown",1
43,"management","divorced","tertiary",0,497,0,0,"cellular",13,"may",66,1,363,22,"failure",0
42,"blue-collar","married","secondary",0,179,1,0,"cellular",17,"nov",96,1,-1,0,"unknown",0
30,"admin.","single","tertiary",0,305,0,0,"cellular",30,"apr",633,1,85,2,"success",1
33,"management","single","tertiary",0,-67,1,0,"unknown",5,"may",364,1,-1,0,"unknown",0
41,"admin.","married","secondary",0,4539,0,0,"unknown",30,"may",298,3,-1,0,"unknown",0
29,"blue-collar","single","secondary",0,770,1,0,"cellular",17,"apr",341,1,-1,0,"unknown",0
38,"unemployed","married","secondary",0,-673,1,0,"unknown",26,"may",364,1,-1,0,"unknown",0
29,"technician","married","tertiary",0,858,1,0,"cellular",12,"jun",234,7,330,1,"failure",0
80,"housemaid","married","primary",0,0,0,0,"cellular",23,"feb",639,1,189,1,"failure",1
38,"management","single","tertiary",0,5244,0,0,"cellular",8,"aug",310,4,-1,0,"unknown",0
36,"blue-collar","divorced","primary",0,117,1,0,"unknown",2,"jun",123,4,-1,0,"unknown",0
38,"self-employed","married","tertiary",0,846,0,0,"cellular",2,"jun",253,1,-1,0,"unknown",0
44,"management","married","secondary",1,0,1,0,"cellular",11,"jul",96,2,-1,0,"unknown",0
31,"management","married","tertiary",0,1331,0,0,"cellular",30,"apr",297,1,86,3,"success",1
31,"services","single","secondary",0,31,1,1,"unknown",26,"may",501,2,-1,0,"unknown",0
57,"admin.","divorced","primary",0,179,1,0,"cellular",15,"may",67,1,368,2,"failure",0
37,"blue-collar","married","primary",0,543,1,0,"unknown",21,"may",281,1,-1,0,"unknown",0
50,"blue-collar","married","secondary",0,253,1,1,"cellular",5,"may",475,2,-1,0,"unknown",0
60,"retired","married","primary",0,71188,0,0,"cellular",6,"oct",205,1,-1,0,"unknown",0
51,"management","married","tertiary",0,5108,1,0,"cellular",8,"oct",272,1,102,8,"other",0
48,"blue-collar","married","secondary",0,1738,1,0,"cellular",15,"apr",349,1,-1,0,"unknown",0
42,"blue-collar","married","primary",0,-97,1,0,"cellular",3,"feb",216,4,271,5,"failure",0
36,"blue-collar","married","secondary",0,199,1,0,"cellular",9,"jul",183,1,-1,0,"unknown",0
43,"management","married","tertiary",0,489,1,0,"cellular",8,"may",130,1,172,2,"other",0
31,"admin.","married","primary",0,355,1,1,"unknown",4,"jun",61,6,-1,0,"unknown",0
49,"technician","single","secondary",0,-97,1,0,"unknown",6,"jun",92,2,-1,0,"unknown",0
35,"management","divorced","tertiary",0,473,0,1,"cellular",5,"aug",37,2,-1,0,"unknown",0
44,"entrepreneur","married","secondary",0,6649,1,0,"cellular",19,"nov",354,2,-1,0,"unknown",0
34,"self-employed","married","tertiary",0,263,0,0,"cellular",4,"may",203,1,78,8,"other",0
46,"blue-collar","married","secondary",0,781,0,0,"unknown",13,"may",152,1,-1,0,"unknown",0
49,"blue-collar","married","primary",0,1032,1,0,"unknown",2,"jun",41,5,-1,0,"unknown",0
32,"blue-collar","married","secondary",0,119,0,0,"cellular",4,"may",20,5,-1,0,"unknown",0
35,"management","divorced","tertiary",0,434,1,0,"cellular",11,"may",277,1,271,2,"success",0
51,"admin.","married","secondary",0,2967,0,0,"unknown",17,"jun",83,2,-1,0,"unknown",0
57,"retired","divorced","secondary",0,-331,1,0,"unknown",6,"may",531,1,-1,0,"unknown",0
59,"management","married","tertiary",0,1585,0,0,"telephone",28,"aug",91,5,-1,0,"unknown",0
40,"services","divorced","unknown",0,4384,1,0,"unknown",5,"may",315,1,-1,0,"unknown",0
49,"management","single","tertiary",0,588,0,0,"cellular",28,"aug",70,9,-1,0,"unknown",0
51,"management","married","secondary",0,3180,1,0,"cellular",9,"jul",384,1,-1,0,"unknown",0
35,"admin.","married","secondary",1,0,0,1,"unknown",4,"jul",105,3,-1,0,"unknown",0
29,"self-employed","married","secondary",0,-76,1,0,"unknown",27,"may",305,2,-1,0,"unknown",0
32,"services","single","secondary",0,152,1,0,"cellular",25,"may",158,2,-1,0,"unknown",1
37,"housemaid","divorced","secondary",0,1040,1,0,"cellular",13,"may",199,1,173,2,"failure",0
49,"unemployed","married","primary",0,-384,1,0,"unknown",27,"may",25,1,-1,0,"unknown",0
45,"technician","married","unknown",0,473,1,0,"unknown",27,"may",147,1,-1,0,"unknown",0
34,"technician","single","secondary",0,475,1,0,"cellular",29,"jul",538,8,-1,0,"unknown",0
53,"technician","married","secondary",0,0,0,0,"cellular",22,"aug",77,9,-1,0,"unknown",0
42,"entrepreneur","married","primary",0,149,0,0,"cellular",20,"aug",94,2,-1,0,"unknown",0
43,"technician","married","secondary",0,3285,1,0,"unknown",13,"may",1721,2,-1,0,"unknown",1
52,"retired","married","secondary",0,424,0,0,"cellular",19,"nov",143,1,154,3,"failure",0
34,"blue-collar","single","secondary",0,79,0,1,"cellular",20,"nov",104,1,-1,0,"unknown",0
34,"technician","divorced","tertiary",0,674,1,0,"cellular",7,"aug",587,2,-1,0,"unknown",1
27,"services","married","secondary",0,0,1,0,"cellular",22,"jul",1608,13,-1,0,"unknown",1
43,"unemployed","married","tertiary",0,58,1,0,"cellular",9,"feb",48,4,-1,0,"unknown",0
41,"technician","married","tertiary",0,532,1,0,"cellular",9,"jul",74,1,-1,0,"unknown",0
72,"retired","married","secondary",0,4130,0,0,"cellular",12,"nov",427,1,-1,0,"unknown",0
35,"blue-collar","married","primary",0,422,1,0,"cellular",14,"may",73,1,-1,0,"unknown",0
41,"management","married","tertiary",0,437,1,0,"unknown",3,"jun",14,21,-1,0,"unknown",0
36,"blue-collar","divorced","primary",0,-308,1,0,"cellular",12,"may",725,1,-1,0,"unknown",1
51,"housemaid","married","primary",0,30,1,0,"cellular",14,"jul",333,2,-1,0,"unknown",0
37,"self-employed","married","tertiary",0,137,0,0,"cellular",13,"aug",244,6,-1,0,"unknown",0
42,"admin.","single","secondary",0,-247,1,1,"telephone",21,"oct",519,1,166,1,"other",1
26,"admin.","single","secondary",0,321,1,0,"cellular",22,"jul",242,7,-1,0,"unknown",0
23,"services","single","secondary",0,250,1,0,"cellular",18,"may",222,1,-1,0,"unknown",0
50,"management","married","tertiary",0,-470,1,0,"cellular",19,"nov",130,2,160,1,"failure",0
37,"blue-collar","married","secondary",0,140,1,1,"cellular",7,"may",490,1,-1,0,"unknown",0
35,"management","married","tertiary",0,2793,0,0,"cellular",20,"nov",258,2,-1,0,"unknown",0
37,"management","married","tertiary",0,410,0,0,"cellular",29,"jan",337,2,-1,0,"unknown",0
79,"retired","divorced","unknown",0,2628,0,0,"telephone",8,"jul",220,7,450,2,"failure",0
39,"technician","married","secondary",0,116,0,0,"cellular",24,"aug",79,2,94,2,"success",0
47,"services","married","secondary",0,0,1,0,"telephone",9,"jul",250,1,-1,0,"unknown",0
44,"blue-collar","married","secondary",0,878,1,0,"cellular",2,"jun",130,1,-1,0,"unknown",0
36,"management","single","tertiary",0,2944,0,0,"cellular",18,"aug",882,8,-1,0,"unknown",1
33,"blue-collar","single","secondary",0,3975,1,1,"cellular",17,"apr",515,1,150,1,"other",0
42,"services","married","secondary",0,96,1,0,"cellular",5,"may",238,3,340,2,"failure",0
35,"technician","single","tertiary",0,2288,0,0,"telephone",28,"may",32,2,-1,0,"unknown",0
31,"blue-collar","married","secondary",0,472,1,0,"unknown",13,"may",907,2,-1,0,"unknown",0
58,"services","married","primary",0,65,0,0,"unknown",27,"jun",162,1,-1,0,"unknown",0
46,"management","married","tertiary",0,0,0,0,"unknown",7,"may",70,2,-1,0,"unknown",0
41,"admin.","single","secondary",0,400,1,0,"unknown",4,"jun",99,6,-1,0,"unknown",0
58,"technician","married","secondary",0,7495,1,0,"unknown",13,"may",325,1,-1,0,"unknown",0
33,"blue-collar","married","secondary",0,137,0,1,"cellular",18,"jul",305,12,-1,0,"unknown",0
31,"unemployed","married","secondary",0,24,1,0,"cellular",19,"nov",631,1,-1,0,"unknown",0
55,"technician","divorced","secondary",0,3450,0,0,"cellular",10,"feb",169,1,183,1,"failure",1
38,"technician","single","secondary",0,311,1,0,"cellular",28,"may",61,2,-1,0,"unknown",0
55,"housemaid","married","secondary",0,139,0,0,"cellular",22,"aug",256,2,-1,0,"unknown",0
47,"management","single","tertiary",0,0,0,0,"unknown",11,"jun",58,3,-1,0,"unknown",0
51,"housemaid","married","primary",0,492,1,0,"unknown",20,"may",142,3,-1,0,"unknown",0
46,"management","single","tertiary",0,334,1,0,"telephone",4,"may",36,6,90,2,"other",0
61,"management","married","tertiary",0,997,0,0,"cellular",10,"mar",106,1,-1,0,"unknown",1
47,"management","single","tertiary",0,440,0,0,"cellular",21,"aug",71,4,-1,0,"unknown",0
34,"technician","married","secondary",0,47,0,0,"cellular",25,"aug",132,6,-1,0,"unknown",0
34,"blue-collar","married","secondary",0,1298,1,0,"unknown",20,"may",120,1,-1,0,"unknown",0
41,"management","divorced","tertiary",0,3355,0,0,"cellular",14,"oct",181,2,500,1,"failure",0
36,"blue-collar","divorced","secondary",0,-11,0,0,"unknown",5,"jun",152,2,-1,0,"unknown",0
26,"blue-collar","single","secondary",0,396,1,0,"unknown",28,"may",302,1,-1,0,"unknown",0
35,"management","married","tertiary",0,8,0,0,"cellular",23,"apr",93,3,-1,0,"unknown",1
36,"blue-collar","married","secondary",0,1409,0,0,"unknown",17,"jun",235,2,-1,0,"unknown",0
26,"management","single","tertiary",0,170,0,0,"cellular",15,"jun",129,1,-1,0,"unknown",1
58,"management","married","primary",0,2769,1,0,"cellular",11,"jul",94,2,-1,0,"unknown",0
50,"blue-collar","married","secondary",0,2320,1,0,"cellular",7,"apr",310,1,-1,0,"unknown",0
61,"retired","married","secondary",0,76,1,0,"cellular",15,"jul",195,7,-1,0,"unknown",0
28,"technician","single","secondary",0,2034,1,0,"unknown",21,"may",196,1,-1,0,"unknown",0
49,"blue-collar","single","primary",0,3018,1,0,"unknown",15,"may",93,1,-1,0,"unknown",0
74,"retired","married","secondary",0,921,0,0,"telephone",17,"apr",394,2,-1,0,"unknown",1
53,"blue-collar","married","secondary",0,483,1,0,"cellular",3,"feb",288,3,-1,0,"unknown",0
46,"self-employed","married","secondary",0,390,1,0,"cellular",31,"jul",208,2,-1,0,"unknown",0
47,"management","married","tertiary",0,0,0,0,"cellular",27,"oct",508,1,-1,0,"unknown",1
42,"blue-collar","single","primary",0,92,0,0,"cellular",30,"jul",86,2,-1,0,"unknown",0
56,"services","married","secondary",0,22196,1,0,"cellular",21,"nov",189,1,-1,0,"unknown",0
42,"technician","married","secondary",0,2,0,0,"unknown",29,"may",249,2,-1,0,"unknown",0
49,"housemaid","married","primary",0,249,1,0,"cellular",21,"nov",450,1,-1,0,"unknown",0
43,"unemployed","single","unknown",0,3274,1,0,"cellular",22,"may",680,1,95,1,"failure",0
